#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:44:02       0    188     35     40     32     11      0      0      0      0   2619   1980  11447  11448      0 
 20260905    03:44:02       1    387     34     44     92     50      0      0      0      0   2619   1590  11927  11928      0 
 20260905    03:44:07       0    170     35     40     37     13      0      0      0      0   2619   1980  11453  11454      0 
 20260905    03:44:07       1    100     27     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:13       0    189     35     40     41     14      0      0      0      0   2619   1980  11459  11460      0 
 20260905    03:44:13       1     99     26     35      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:18       0    211     35     42     32     11      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:18       1     99     26     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:23       0    237     35     43     66     24      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:23       1     99     26     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:28       0    245     35     42     68     25      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:28       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:33       0    228     35     41     65     23      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:33       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:38       0    232     35     42     68     24      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:38       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:43       0    208     34     41     46     16      0      0      0      0   2619   1980  11825  11826      0 
 20260905    03:44:43       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:48       0    235     34     42     66     23      0      0      0      0   2619   1980  11829  11830      0 
 20260905    03:44:48       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:44:53       0    237     34     41     65     24      0      0      0      0   2619   1980  11829  11830      0 
 20260905    03:44:53       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:44:58       0    223     34     41     64     22      0      0      0      0   2619   1980  11829  11830      0 
 20260905    03:44:58       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:45:03       0    232     34     42     67     24      0      0      0      0   2619   1980  11829  11830      0 
 20260905    03:45:03       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:45:08       0    239     34     42     69     25      0      0      0      0   2619   1980  11829  11830      0 
 20260905    03:45:08       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:45:13       0    188     33     40     48     17      0      0      0      0   2619   1980  11831  11832      0 
 20260905    03:45:13       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:45:18       0    229     34     40     66     23      0      0      0      0   2619   1980  12075  12076      0 
 20260905    03:45:18       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:45:23       0    231     34     41     66     24      0      0      0      0   2619   1980  12075  12076      0 
 20260905    03:45:23       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:45:28       0    238     34     41     67     24      0      0      0      0   2619   1980  12075  12076      0 
 20260905    03:45:28       1     96     25     34      0      0      0      0      0      0   2619   1590   8651   8652      0 
 20260905    03:45:33       0    220     34     41     66     23      0      0      0      0   2619   1980  12077  12078      0 
 20260905    03:45:33       1     96     25     33      0      0      0      0      0      0   2619   1590   9165   9166      0 
 20260905    03:45:38       0    235     34     41     68     24      0      0      0      0   2619   1980  12077  12078      0 
 20260905    03:45:38       1    385     33     42    100     54      0      0      0      0   2619   1590  11927  11928      0 
 20260905    03:45:43       0    236     34     41     68     25      0      0      0      0   2619   1980  12077  12078      0 
 20260905    03:45:43       1     97     27     36      0      0      0      0      0      0   2619   1590  11927  11928      0 
 20260905    03:45:48       0    189     33     39     44     16      0      0      0      0   2619   1980  12077  12078      0 
 20260905    03:45:48       1     96     26     34      0      0      0      0      0      0   2619   1590  11927  11928      0 
 20260905    03:45:53       0    233     34     40     68     24      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:45:53       1     99     26     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:45:58       0    239     34     40     69     25      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:45:58       1     98     26     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:46:03       0    250     34     43     71     26      0      0      0      0   2619   1980  12321  12322      0 
 20260905    03:46:03       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:46:08       0    125     31     37      0      0      0      0      0      0   2619   1980      0      1      0 
 20260905    03:46:08       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:46:13       0     71     29     36      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:46:13       1     98     25     34      0      0      0      0      0      0   2619   1590      0      1      0 
 20260905    03:46:18       0     71     29     34      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:46:18       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:23       0     71     28     34      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:46:23       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:28       0     71     28     34      0      0      0      0      0      0   2619    345      0      1      0 
 20260905    03:46:28       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
 20260905    03:46:33       0     71     28     34      0      0      0      0      0      0   2619    345      4      4      0 
 20260905    03:46:33       1     98     25     34      0      0      0      0      0      0   2619   1590      4      4      0 
