set,position,x,y,cos
neutral,2,A,N1_halves,-0.03448503836989403
neutral,2,B,A_early@30,0.06276316195726395
neutral,2,B,A_early@2,0.11684950441122055
neutral,2,B,A@25,-0.16336195170879364
neutral,2,B,B@25,0.6844609379768372
neutral,2,B,A@50,-0.1446019411087036
neutral,2,B,B@50,0.7735212445259094
neutral,2,B,A@75,-0.12967455387115479
neutral,2,B,B@75,0.879117488861084
neutral,2,B,A@100,-0.13477322459220886
neutral,2,B,B@100,0.9285760521888733
neutral,2,B,A@125,-0.11186500638723373
neutral,2,B,B@125,0.9387667775154114
neutral,2,B,N1_halves,-0.026587214320898056
neutral,2,A_early@30,A_early@2,0.4070510268211365
neutral,2,A_early@30,A@25,0.49712109565734863
neutral,2,A_early@30,B@25,-0.0016702356515452266
neutral,2,A_early@30,A@50,0.4989590346813202
neutral,2,A_early@30,B@50,0.08409538120031357
neutral,2,A_early@30,A@75,0.48595279455184937
neutral,2,A_early@30,B@75,0.06156732514500618
neutral,2,A_early@30,A@100,0.47069433331489563
neutral,2,A_early@30,B@100,0.09477649629116058
neutral,2,A_early@30,A@125,0.48280763626098633
neutral,2,A_early@30,B@125,0.010417821817100048
neutral,2,A_early@30,N1_halves,0.004361633211374283
neutral,2,A_early@2,A@25,0.2752898037433624
neutral,2,A_early@2,B@25,0.1935216188430786
neutral,2,A_early@2,A@50,0.2090177685022354
neutral,2,A_early@2,B@50,0.17971467971801758
neutral,2,A_early@2,A@75,0.21959394216537476
neutral,2,A_early@2,B@75,0.16125689446926117
neutral,2,A_early@2,A@100,0.20768113434314728
neutral,2,A_early@2,B@100,0.1249828040599823
neutral,2,A_early@2,A@125,0.1897045224905014
neutral,2,A_early@2,B@125,0.10623276233673096
neutral,2,A_early@2,N1_halves,4.8541904106969014e-05
neutral,2,A@25,B@25,-0.09244655817747116
neutral,2,A@25,A@50,0.8980729579925537
neutral,2,A@25,B@50,-0.03630576282739639
neutral,2,A@25,A@75,0.8428809642791748
neutral,2,A@25,B@75,-0.12943895161151886
neutral,2,A@25,A@100,0.8393712043762207
neutral,2,A@25,B@100,-0.13796652853488922
neutral,2,A@25,A@125,0.8097105622291565
neutral,2,A@25,B@125,-0.18725383281707764
neutral,2,A@25,N1_halves,0.02050613984465599
neutral,2,B@25,A@50,-0.09458502382040024
neutral,2,B@25,B@50,0.8089476823806763
neutral,2,B@25,A@75,-0.08288341015577316
neutral,2,B@25,B@75,0.7456412315368652
neutral,2,B@25,A@100,-0.08903919905424118
neutral,2,B@25,B@100,0.6762217879295349
neutral,2,B@25,A@125,-0.08402838557958603
neutral,2,B@25,B@125,0.6855871081352234
neutral,2,B@25,N1_halves,-0.020786546170711517
neutral,2,A@50,B@50,-0.04967772215604782
neutral,2,A@50,A@75,0.9448035955429077
neutral,2,A@50,B@75,-0.12566125392913818
neutral,2,A@50,A@100,0.9298284649848938
neutral,2,A@50,B@100,-0.13078533113002777
neutral,2,A@50,A@125,0.9143446087837219
neutral,2,A@50,B@125,-0.1617155373096466
neutral,2,A@50,N1_halves,-0.007644294295459986
neutral,2,B@50,A@75,-0.041061509400606155
neutral,2,B@50,B@75,0.8448682427406311
neutral,2,B@50,A@100,-0.045090436935424805
neutral,2,B@50,B@100,0.7950671911239624
neutral,2,B@50,A@125,-0.03357570618391037
