set,position,x,y,cos
math,3,A,N3,-0.11898525804281235
math,3,A,N1_halves,0.055877599865198135
math,3,B,N3,-0.054092299193143845
math,3,B,N1_halves,0.013953235931694508
math,3,N3,N1_halves,-0.009995035827159882
math,4,D,D_math_full,0.13419505953788757
math,4,D,A,0.08859523385763168
math,4,D,B,-0.10159558802843094
math,4,D,N3,0.005546775180846453
math,4,D,N1_halves,0.01862970180809498
math,4,D_math_full,A,0.547645628452301
math,4,D_math_full,B,-0.10553794354200363
math,4,D_math_full,N3,-0.07250057905912399
math,4,D_math_full,N1_halves,0.07850787788629532
math,4,A,B,-0.0996890440583229
math,4,A,N3,-0.06326830387115479
math,4,A,N1_halves,0.09114489704370499
math,4,B,N3,-0.08286676555871964
math,4,B,N1_halves,0.056294482201337814
math,4,N3,N1_halves,-0.051440391689538956
