arm,step,set,position,raw_norm,constancy,base_constancy,excess_constancy,base_norm,n,split_half_floor,cos_halves
A,150,neutral,4,0.13189645111560822,0.14954213798046112,0.32006779313087463,-0.1705256551504135,10.510417938232422,500,0.026863738894462585,0.9796240925788879
B,150,neutral,4,0.0764399990439415,0.11616012454032898,0.32006779313087463,-0.20390766859054565,10.510417938232422,500,0.01879226416349411,0.9702351689338684
N3,0,neutral,4,0.014333379454910755,0.010194024071097374,0.32006779313087463,-0.30987376905977726,10.510417938232422,500,0.012176419608294964,0.6948642134666443
N1_halves,0,math,0,0.10554277151823044,,0.9896421432495117,,25.458511352539062,500,,
D,250,math,0,6.5938568115234375,0.9912540912628174,0.9896421432495117,0.001611948013305664,25.458511352539062,500,0.025160174816846848,0.999993085861206
D_math_full,225,math,0,2.038438081741333,0.9016367793083191,0.9896421432495117,-0.08800536394119263,25.458511352539062,500,0.027350300922989845,0.9999544620513916
A,150,math,0,0.20340189337730408,0.8525415062904358,0.9896421432495117,-0.13710063695907593,25.458511352539062,500,0.003436333267018199,0.9998931884765625
B,150,math,0,0.12682265043258667,0.6799260973930359,0.9896421432495117,-0.30971604585647583,25.458511352539062,500,0.003534717485308647,0.9996165037155151
N3,0,math,0,0.09552036970853806,0.743907630443573,0.9896421432495117,-0.24573451280593872,25.458511352539062,500,0.0022766601759940386,0.999725878238678
N1_halves,0,math,1,0.5139350295066833,,0.4556887149810791,,14.772429466247559,500,,
D,250,math,1,3.425830602645874,0.791496992111206,0.4556887149810791,0.33580827713012695,14.772429466247559,500,0.07142680138349533,0.9998837113380432
D_math_full,225,math,1,8.99264907836914,0.5832562446594238,0.4556887149810791,0.12756752967834473,14.772429466247559,500,0.3087850511074066,0.9994314312934875
A,150,math,1,0.40587902069091797,0.7616117000579834,0.4556887149810791,0.3059229850769043,14.772429466247559,500,0.00922435149550438,0.9997984170913696
B,150,math,1,0.19540084898471832,0.602640688419342,0.4556887149810791,0.14695197343826294,14.772429466247559,500,0.006445438135415316,0.9994664192199707
N3,0,math,1,0.1717570275068283,0.34845203161239624,0.4556887149810791,-0.10723668336868286,14.772429466247559,500,0.00954069197177887,0.998740553855896
