set,position,x,y,cos,norm_x,norm_y
neutral,0,C_masked_s1,C_s0,0.6067432707023939,0.6116224947896715,7.054919795344657
neutral,0,C_masked_s1,C_s1,0.6081250495840117,0.6116224947896715,6.284144588302432
neutral,0,C_masked_s1,C_masked_s0,0.6224187272781764,0.6116224947896715,0.4779333127344619
neutral,0,C_masked_s1,A_s0,0.5729864384853356,0.6116224947896715,0.18404170743939519
neutral,0,C_masked_s1,A_s1,0.6107319514973306,0.6116224947896715,0.2116337163072608
neutral,0,C_masked_s1,D_math,0.10822195693779403,0.6116224947896715,0.4723984082577561
neutral,0,C_masked_s1,D_math_full,-0.002347140010560283,0.6116224947896715,1.226137086053651
neutral,0,C_masked_s1,D,0.5423793376488235,0.6116224947896715,7.449750626778222
neutral,0,C_masked_s1,B,-0.10448922239398317,0.6116224947896715,0.1142159680253118
neutral,1,C_masked_s1,C_s0,0.32119434608266645,0.27702501598194607,3.488133540905548
neutral,1,C_masked_s1,C_s1,0.32294339707002256,0.27702501598194607,3.4975166072002595
neutral,1,C_masked_s1,C_masked_s0,0.7354384282787014,0.27702501598194607,0.2857640329671055
neutral,1,C_masked_s1,A_s0,0.5869334998249902,0.27702501598194607,0.20970074671602984
neutral,1,C_masked_s1,A_s1,0.46471397475285914,0.27702501598194607,0.15453295911186535
neutral,1,C_masked_s1,D_math,0.21090877754838655,0.27702501598194607,0.38876798187811834
neutral,1,C_masked_s1,D_math_full,0.2626912649891695,0.27702501598194607,1.1991477290901698
neutral,1,C_masked_s1,D,0.0967371630897981,0.27702501598194607,3.15060484483103
neutral,1,C_masked_s1,B,0.059151202536343477,0.27702501598194607,0.09403722834232076
neutral,2,C_masked_s1,C_s0,0.2675101544408947,0.22952024806762872,2.434405705359514
neutral,2,C_masked_s1,C_s1,0.28722494687822087,0.22952024806762872,2.4836510396684397
neutral,2,C_masked_s1,C_masked_s0,0.697674532504581,0.22952024806762872,0.25733045942875904
neutral,2,C_masked_s1,A_s0,0.5524488996866991,0.22952024806762872,0.18423678161336543
neutral,2,C_masked_s1,A_s1,0.44955539497115016,0.22952024806762872,0.14736631489757118
neutral,2,C_masked_s1,D_math,0.16079889740987524,0.22952024806762872,0.34077952329140265
neutral,2,C_masked_s1,D_math_full,0.1786107377718068,0.22952024806762872,0.9588014052169932
neutral,2,C_masked_s1,D,0.07456137492735845,0.22952024806762872,2.4944828622533803
neutral,2,C_masked_s1,B,0.0713870047921552,0.22952024806762872,0.09702649062367089
neutral,3,C_masked_s1,C_s0,0.32177183267278997,0.20870705983098,2.1685702950242436
neutral,3,C_masked_s1,C_s1,0.3306155138732891,0.20870705983098,2.172825899827159
neutral,3,C_masked_s1,C_masked_s0,0.729737481103425,0.20870705983098,0.23132312156012483
neutral,3,C_masked_s1,A_s0,0.625400171984432,0.20870705983098,0.16045376402265318
neutral,3,C_masked_s1,A_s1,0.456306929926784,0.20870705983098,0.12791167073827042
neutral,3,C_masked_s1,D_math,0.06928820935481557,0.20870705983098,0.23958358001240332
neutral,3,C_masked_s1,D_math_full,0.14992386042958328,0.20870705983098,0.6469472506683527
neutral,3,C_masked_s1,D,0.07250672612429365,0.20870705983098,2.2973360544459727
neutral,3,C_masked_s1,B,-0.047601069864092405,0.20870705983098,0.0918290235280875
neutral,4,C_masked_s1,C_s0,0.3197165311532083,0.2055364913361695,1.8091197392162548
neutral,4,C_masked_s1,C_s1,0.3369448631998845,0.2055364913361695,1.8080819682485365
neutral,4,C_masked_s1,C_masked_s0,0.7243162719946957,0.2055364913361695,0.22147574441367338
neutral,4,C_masked_s1,A_s0,0.6502087386035327,0.2055364913361695,0.14712190968210667
neutral,4,C_masked_s1,A_s1,0.4520447583276042,0.2055364913361695,0.12410332437604689
neutral,4,C_masked_s1,D_math,0.052136968358601314,0.2055364913361695,0.2159631355150886
neutral,4,C_masked_s1,D_math_full,0.1154123183079958,0.2055364913361695,0.4868744002516765
neutral,4,C_masked_s1,D,0.08176038256668205,0.2055364913361695,2.1412500600294213
neutral,4,C_masked_s1,B,-0.05910642704866188,0.2055364913361695,0.09636236681287741
